adminPcode,name,male_population_2023,female_population_2023,population_2023,crude_birth_rate_2023
LK2121095,Welgahawadiya,497,496,993,15
LK2121100,Mahayaya North,497,496,993,15
LK2121105,08 Ela,497,496,993,15
LK2121110,Welgala,497,496,993,15
LK2121115,Mahayaya South,497,496,993,15
LK2121120,Thorapitiya,497,496,993,15
LK2121125,Keenapelessa,497,496,993,15
LK2121130,Mahagalaheenna,497,496,993,15
LK2121135,Hasalaka,497,496,993,15
LK2121140,Pallewatta,497,496,993,15
LK2121145,Hasalaka Nagaraya,497,496,993,15
LK2121150,Maha Eswedduma,497,496,993,15
LK2121155,Rathnella,497,496,993,15
LK2121160,Gurulupotha,497,496,993,15
LK2121165,Waragolla,497,496,993,15
LK2121170,Weragama,497,496,993,15
LK2121175,Bulathwelkandura,497,496,993,15
LK2121180,Weraganthota,497,496,993,15
LK2121185,Morayaya,497,496,993,15
LK2121190,Lunumadalaketiya,497,496,993,15
LK2121195,Diyabubula,497,496,993,15
LK2121200,Handaganawa,497,496,993,15
LK2121205,Batumulla,497,496,993,15
LK2121210,Udayagala,497,496,993,15
LK2121215,Asamodagamyaya,497,496,993,15
LK2121220,Ambagahapelessa,497,496,993,15
LK2121225,Muttettuthenna,497,496,993,15
LK2121230,Minipe,497,496,993,15
LK2121235,Kolonyaya,497,496,993,15
LK2121240,Bembiya,497,496,993,15
LK2124,Medadumbara,23833,23833,47666,15
LK2124005,Elliyadda,257,256,513,15
LK2124010,Thunisgala,256,256,512,15
LK2124015,Gonawala,256,256,512,15
LK2124020,Thangappuwa,256,256,512,15
LK2124025,Kotaganga,256,256,512,15
LK2124030,Bulathwatta,256,256,512,15
LK2124035,Galabadawatta,256,256,512,15
LK2124040,Nagolla,256,256,512,15
LK2124045,Galkotuwa,256,256,512,15
LK2124050,Werapitiya,256,256,512,15
LK2124055,Werathenna,256,256,512,15
LK2124060,Randiwela,256,256,512,15
LK2124065,Bobebila,256,256,512,15
LK2124070,Duckwariya,256,256,512,15
LK2124075,Rangala Aluthwatta,256,256,512,15
LK2124080,Ferndail,256,256,512,15
LK2124085,Hakmana,256,256,512,15
LK2124090,Burnside,256,256,512,15
LK2124095,Rangala,256,256,512,15
LK2124100,Weladaramba,256,256,512,15
LK2124105,Makuldeniya,256,256,512,15
LK2124110,Waradiwela,256,256,512,15
LK2124115,Giddawa-Waradiwela,256,256,512,15
LK2124120,Dunhinna,256,256,512,15
LK2124125,Maneluwa,256,256,512,15
LK2124130,Giddawa,256,256,512,15
LK2124135,Weliketiya,256,256,512,15
LK2124140,Putuhapuwa,256,256,512,15
LK2124145,Udabage,256,256,512,15
LK2124150,Amupitiya,256,256,512,15
LK2124155,Godamunna,256,256,512,15
LK2124160,Katugoda,256,256,512,15
LK2124165,Heeloya,256,256,512,15
LK2124170,Kandekumbura,256,256,512,15
LK2124175,Retiyagama,256,256,512,15
LK2124180,Poddalgoda,256,256,512,15
LK2124185,Nilgala,256,256,512,15
LK2124190,Madeniyawaka,256,256,512,15
LK2124195,Embalagama,256,256,512,15
LK2124200,Siridigana,256,256,512,15
LK2124205,Nugepathana,256,256,512,15
LK2124210,Watapana,256,256,512,15
LK2124215,Ambalagala,256,256,512,15
LK2124220,Gangasirigama,256,256,512,15
LK2124225,Madapola,256,256,512,15
LK2124230,Kandegama,256,256,512,15
LK2124235,Randeniya,256,256,512,15
LK2124240,Pallebage,256,256,512,15
LK2124245,Gabbela,256,256,512,15
LK2124250,Udispattuwa,256,256,512,15
LK2124255,Ranmulla,256,256,512,15
LK2124260,Maharawela,256,256,512,15
LK2124265,Kurukohogama,256,256,512,15
LK2124270,Kiribattalawa,256,256,512,15
LK2124275,Hathiyalwela,256,256,512,15
LK2124280,Mangoda,256,256,512,15
LK2124285,Rambukpotha,256,256,512,15
LK2124290,Namandagala,256,256,512,15
LK2124295,Metideniya,256,256,512,15
LK2124300,Doraliyadda South,256,256,512,15
LK2124305,Wegala,256,256,512,15
LK2124310,Meegahamaditta,256,256,512,15
LK2124315,Rambukwella - East,256,256,512,15
LK2124320,Rambukwella,256,256,512,15
LK2124325,Udawela,256,256,512,15
LK2124330,Wellethota,256,256,512,15
LK2124335,Vilamuna,256,256,512,15
LK2124340,Karalliyadda,256,256,512,15
LK2124345,Ambagahalanda,256,256,512,15
LK2124350,Hijrapura,256,256,512,15
LK2124355,Galambalama,256,256,512,15
LK2124360,Maberiyathenna,256,256,512,15
LK2124365,Ellepola,256,256,512,15
LK2124370,Wewegama,256,256,512,15
LK2124375,Senarathwela,256,256,512,15
LK2124380,Nithulemada,256,256,512,15
LK2124385,Udathenna,256,256,512,15
LK2124390,Medamahanuwara,256,256,512,15
LK2124395,Bomure,256,256,512,15
LK2124400,Rajagala,256,256,512,15
LK2124405,Wathuliyadda,256,256,512,15
LK2124410,Moragahamula,256,256,512,15
LK2124415,Mahadoraliyadda,256,256,512,15
LK2124425,Puwakgahadiwela,256,256,512,15
LK2124430,Ambale,256,256,512,15
LK2124435,Meeriyagolla,256,256,512,15
LK2124440,Bambaragahadeniya,256,256,512,15
LK2124445,Meegahalanda,256,256,512,15
LK2124450,Sandasiri Dunuvila,256,256,512,15
LK2124455,Thennalanda,256,256,512,15
LK2124460,Udagammedda,256,256,512,15
LK2124465,Welapahala,256,256,512,15
LK2124470,Meda Gammedda,256,256,512,15
LK2127,Kundasale,23833,23833,47666,15
LK2127005,Dunuhappawa,298,298,596,15
LK2127010,Naranpanawa West,298,297,595,15
LK2127015,Kandekumbura,298,297,595,15
LK2127020,Alawathugirigama,298,297,595,15
LK2127025,Galpihilla,298,297,595,15
LK2127030,Makkanigama,298,297,595,15
LK2127035,Wavinna,298,297,595,15
LK2127040,Pallegama,298,297,595,15
LK2127045,Maharathenna West,298,297,595,15
LK2127050,Udagama North,298,297,595,15
LK2127055,Ihala Gonagama,298,297,595,15
LK2127060,Delgaslanda,298,297,595,15
LK2127065,Lunuketiyamaditta,298,297,595,15
LK2127070,Naranpanawa East,298,297,595,15
LK2127075,Kuruambemuduna,298,297,595,15
LK2127080,Maluwegama,298,297,595,15
LK2127085,Wepathana,298,297,595,15
LK2127090,Gonawala North,298,297,595,15
LK2127095,Deliwalathenna,298,297,595,15
LK2127100,Heepitiya,298,297,595,15
LK2127105,Udagama South,298,297,595,15
LK2127110,Maharathenna East,298,297,595,15
LK2127115,Menikhinna,298,297,595,15
LK2127120,Hurikaduwa North,298,297,595,15
LK2127125,Hurikaduwa West,298,297,595,15
LK2127130,Bogaskumbura,298,297,595,15
LK2127135,Pilawala North,298,297,595,15
LK2127140,Amunugama North,298,297,595,15
LK2127145,Amunugama South,298,297,595,15
LK2127150,Udagunnepana South,298,297,595,15
LK2127155,Udagunnepana North,298,297,595,15
LK2127160,Gabadagama South,298,297,595,15
LK2127165,Gabadagama North,298,297,595,15
LK2127170,Pallegunnepana South,298,297,595,15
LK2127175,Pallegunnepana North,298,297,595,15
LK2127180,Sirimalwatta West,298,297,595,15
LK2127185,Sirimalwatta East,298,297,595,15
LK2127190,Sirimalwatta Pallegama,298,297,595,15
LK2127195,Lewellagama,298,297,595,15
LK2127200,Degaldoruwa,298,297,595,15
LK2127205,Deekirimadawala,298,297,595,15
LK2127210,Hapuwala,298,297,595,15
LK2127215,Galapitaambe,298,297,595,15
LK2127220,Hathamuna,298,297,595,15
LK2127225,Dodamgolla,298,297,595,15
LK2127230,Hurikaduwa South,298,297,595,15
LK2127235,Hurikaduwa East,298,297,595,15
LK2127240,Hurikaduwa Madige,298,297,595,15
LK2127245,Galamuna,298,297,595,15
LK2127250,Malpana,298,297,595,15
LK2127255,Ahaspokuna North,298,297,595,15
LK2127260,Gonawala South,298,297,595,15
LK2127265,Kumbukkandura South,298,297,595,15
LK2127270,Kumbukkandura North,298,297,595,15
LK2127275,Rajawella North,298,297,595,15
LK2127280,Ahaspokuna South,298,297,595,15
LK2127285,Ihalawela,298,297,595,15
LK2127290,Kengalla,298,297,595,15
LK2127295,Nithulethenna,298,297,595,15
LK2127300,Dambarawa,298,297,595,15
LK2127305,Pilawala South,298,297,595,15
LK2127310,Mahawatta East,298,297,595,15
LK2127315,Mahawatta North,298,297,595,15
LK2127320,Mahawatta West,298,297,595,15
LK2127325,Mahawatta South,298,297,595,15
LK2127330,Arangala North,298,297,595,15
LK2127335,Karattamada,298,297,595,15
LK2127340,Arangala South,298,297,595,15
LK2127345,Galmaduwa,298,297,595,15
LK2127350,Nattarampotha,298,297,595,15
LK2127355,Kundasale North,298,297,595,15
LK2127360,Kundasale South,298,297,595,15
LK2127365,Balagolla West,298,297,595,15
LK2127370,Balagolla East,298,297,595,15
LK2127375,Aswalapitiya,298,297,595,15
LK2127380,Diyabubula,298,297,595,15
LK2127385,Rajawella South,298,297,595,15
LK2127390,Aluth Pallekele,298,297,595,15
LK2127395,Wijaya Sri Gama,298,297,595,15
LK2127400,Ambakotayawatta,298,297,595,15
LK2130,Gangawata Korale,23833,23833,47666,15
LK2130005,Mavilmada,373,372,745,15
LK2130010,Siyambalagasthenna,372,372,744,15
LK2130015,Pitakanda Gama,372,372,744,15
LK2130020,Senkadagala,372,372,744,15
LK2130025,Wattaranthenna,372,372,744,15
LK2130030,Nittawela,372,372,744,15
LK2130035,Watapuluwa,372,372,744,15
LK2130040,Mahaweli Uyana,372,372,744,15
LK2130045,Watapuluwa South,372,372,744,15
LK2130050,Aruppala East,372,372,744,15
LK2130055,Aruppala West,372,372,744,15
LK2130060,Watapuluwa West,372,372,744,15
LK2130065,Mahaiyawa,372,372,744,15
LK2130070,Mapanawathura,372,372,744,15
LK2130075,Poorna Watta East,372,372,744,15
LK2130080,Poorna Watta West,372,372,744,15
LK2130085,Asgiriya,372,372,744,15
LK2130090,Bahirawa Kanda,372,372,744,15
LK2130095,Nuwara Dodamwala,372,372,744,15
LK2130100,Aniwatta East,372,372,744,15
LK2130105,Katukele West,372,372,744,15
LK2130110,Katukele,372,372,744,15
LK2130115,Ihala Katukele,372,372,744,15
LK2130120,Mahanuwara,372,372,744,15
LK2130125,Lewella,372,372,744,15
LK2130130,Thalwatta,372,372,744,15
LK2130135,Boowelikada,372,372,744,15
LK2130140,Malwatta,372,372,744,15
LK2130145,Bogambara,372,372,744,15
LK2130150,Deiyannewela,372,372,744,15
LK2130155,Nagasthenna,372,372,744,15
LK2130160,Suduhumpala East,372,372,744,15
LK2130165,Suduhumpala West,372,372,744,15
LK2130170,Welata,372,372,744,15
LK2130175,Aniwatta West,372,372,744,15
LK2130180,Getambe,372,372,744,15
LK2130185,Pahala Eriyagama,372,372,744,15
LK2130190,Godagandeniya,372,372,744,15
LK2130195,Palle Peradeniya,372,372,744,15
LK2130200,Uda Bowala,372,372,744,15
LK2130205,Bowala,372,372,744,15
LK2130210,Mulgampala,372,372,744,15
LK2130215,Heeressagala,372,372,744,15
LK2130220,Hanthana Pedesa,372,372,744,15
LK2130225,Ampitiya South,372,372,744,15
LK2130230,Ampitiya North,372,372,744,15
LK2130235,Ampitiya Udagama North,372,372,744,15
LK2130240,Thennakumbura,372,372,744,15
LK2130245,Ampitiya Pallegama,372,372,744,15
LK2130250,Meddegama,372,372,744,15
LK2130255,Ampitiya Udagama South,372,372,744,15
LK2130260,Wewathenna,372,372,744,15
LK2130265,Ulpathakumbura,372,372,744,15
LK2130270,Gurudeniya West,372,372,744,15
LK2130275,Gurudeniya East,372,372,744,15
LK2130280,Maligathenna,372,372,744,15
LK2130285,Gurudeniya Dambawela,372,372,744,15
LK2130290,Lewla,372,372,744,15
LK2130295,Ketawala,372,372,744,15
LK2130300,Bowalawatta,372,372,744,15
LK2130305,Ogastawatta,372,372,744,15
LK2130310,Uda Peradeniya,372,372,744,15
LK2130315,Hindagala,372,372,744,15
LK2130320,Mahakanda,372,372,744,15
LK2133,Harispattuwa,23833,23833,47666,15
LK2133005,Amuwathdeniya,284,284,568,15
LK2133010,Doranegama,284,283,567,15
LK2133015,Ihagama,284,283,567,15
LK2133020,Medawala,284,283,567,15
LK2133025,Angoda,284,283,567,15
LK2133030,Dembaralawa,284,283,567,15
LK2133035,Bothota,284,283,567,15
LK2133040,Attaragama East,284,283,567,15
LK2133045,Attaragama,284,283,567,15
LK2133050,Gonigoda-Palkumbura,284,283,567,15
LK2133055,Gonigoda,284,283,567,15
LK2133060,Attaragama South,284,283,567,15
LK2133065,Hapugoda,284,283,567,15
LK2133070,Udabokalawela,284,283,567,15
LK2133075,Rajapihilla,284,283,567,15
LK2133080,Ulladupitiya East,284,283,567,15
LK2133085,Ulladupitiya West,284,283,567,15
LK2133090,Arambegama,284,283,567,15
LK2133095,Aladeniya,284,283,567,15
LK2133100,Hedeniya,284,283,567,15
LK2133105,Rajasinghagama,284,283,567,15
LK2133110,Palkumbura,284,283,567,15
LK2133115,Narangoda,284,283,567,15
LK2133120,Kurundugolla,284,283,567,15
LK2133125,Viguhumpola,284,283,567,15
LK2133130,Hiriyalagammana,284,283,567,15
LK2133135,Thittapajjala,284,283,567,15
LK2133140,Thittapajjala North,284,283,567,15
LK2133145,Nugawela,284,283,567,15
LK2133150,Batuambe,284,283,567,15
LK2133155,Endaruthenna,284,283,567,15
LK2133160,Embulpuraya,284,283,567,15
LK2133165,Uduwawala West,284,283,567,15
LK2133170,Uduwawala North,284,283,567,15
LK2133175,Pallebokalawela,284,283,567,15
LK2133180,Ranawana West,284,283,567,15
LK2133185,Ranawana East,284,283,567,15
LK2133190,Uduwawala East,284,283,567,15
LK2133195,Senarathgama North,284,283,567,15
LK2133200,Wathuwala,284,283,567,15
LK2133205,Uyanwatta,284,283,567,15
LK2133210,Dadahogama,284,283,567,15
LK2133215,Mapamadulla,284,283,567,15
LK2133220,Malagammana,284,283,567,15
LK2133225,Ruwanpuraya,284,283,567,15
LK2133230,Kurunduwatta,284,283,567,15
LK2133235,Karanduwawala Ihala,284,283,567,15
LK2133240,Karanduwawala Pahala,284,283,567,15
LK2133245,Owathenna,284,283,567,15
LK2133250,Yahalathenna West,284,283,567,15
LK2133255,Yahalathenna Kanda,284,283,567,15
LK2133260,Kulugammana,284,283,567,15
LK2133265,Uguressapitiya,284,283,567,15
LK2133270,Senarathgama South,284,283,567,15
LK2133275,Kondadeniya,284,283,567,15
LK2133280,Etamurungagoda,284,283,567,15
LK2133285,Yatiwawala,284,283,567,15
LK2133290,Katugasthota,284,283,567,15
LK2133295,Inigala,284,283,567,15
LK2133300,Rathmale,284,283,567,15
LK2133305,Hamangoda North,284,283,567,15
LK2133310,Hamangoda South,284,283,567,15
LK2133315,Uggalla,284,283,567,15
LK2133320,Udadoolwala,284,283,567,15
LK2133325,Kurundugahamada,284,283,567,15
LK2133330,Seewaleekanda,284,283,567,15
LK2133335,Mahathenna,284,283,567,15
LK2133340,Bulathgolla,284,283,567,15
LK2133345,Yatihalagala Udagama,284,283,567,15
LK2133350,Pahala Doolwala,284,283,567,15
LK2133355,Udamulla,284,283,567,15
LK2133360,Gohagoda,284,283,567,15
LK2133365,Wegiriya,284,283,567,15
LK2133370,Polwatta,284,283,567,15
LK2133375,Madapathagama,284,283,567,15
LK2133380,Banwelgolla,284,283,567,15
LK2133385,Narangaskumbura,284,283,567,15
LK2133390,Pallemulla,284,283,567,15
LK2133395,Haloluwa Pallegama,284,283,567,15
LK2133400,Bogahakanda,284,283,567,15
LK2133405,Yatihalagala Pallegama,284,283,567,15
LK2133410,Haloluwa,284,283,567,15
LK2133415,Kumburegedara,284,283,567,15
LK2133420,Warathenna,284,283,567,15
LK2134,Hatharaliyadda,23833,23833,47666,15
LK2134005,Paragoda,419,418,837,15
LK2134010,Aludeniya North,418,418,836,15
LK2134015,Aludeniya South,418,418,836,15
LK2134020,Alakolamaditta,418,418,836,15
LK2134025,Amboruwa,418,418,836,15
LK2134030,Galdola,418,418,836,15
LK2134035,Polwatta Ihalagama,418,418,836,15
LK2134040,Ilpemada,418,418,836,15
LK2134045,Polwatta,418,418,836,15
LK2134050,Dunkumbura,418,418,836,15
LK2134055,Nikathenna,418,418,836,15
LK2134060,Narangaspitiya,418,418,836,15
LK2134065,Godathale,418,418,836,15
LK2134070,Kalotuwawa,418,418,836,15
LK2134075,Dedunupitiya Pahalagama,418,418,836,15
LK2134080,Damunupola,418,418,836,15
LK2134085,Pallepola,418,418,836,15
LK2134090,Welagama,418,418,836,15
LK2134095,Weligodapola,418,418,836,15
LK2134100,Hatharaliyadda,418,418,836,15
LK2134105,Kanakkarapola North,418,418,836,15
LK2134110,Mawathagama,418,418,836,15
LK2134115,Imbulethenna,418,418,836,15
LK2134120,Welivita Ihala North,418,418,836,15
LK2134125,Welivita Ihalagama,418,418,836,15
LK2134130,Sivurupitiya,418,418,836,15
LK2134135,Eramuduliyadda,418,418,836,15
LK2134140,Muruddeniya,418,418,836,15
LK2134145,Walpalagolla North,418,418,836,15
LK2134150,Walpalagolla East,418,418,836,15
LK2134155,Walpalagolla South,418,418,836,15
LK2134160,Welivita Pahalagama,418,418,836,15
LK2134165,Handabowa,418,418,836,15
LK2134170,Meegasthenna,418,418,836,15
LK2134175,Kanakkarapola South,418,418,836,15
LK2134180,Avulbodale,418,418,836,15
LK2134185,Lechchimimenila,418,418,836,15
LK2134190,Yaggala,418,418,836,15
LK2134195,Rangamuwa,418,418,836,15
LK2134200,Dedunupitiya Ihalagama,418,418,836,15
LK2134205,Ambawa,418,418,836,15
LK2134210,Dehideniya Madige,418,418,836,15
LK2134215,Pelena Pahalagama,418,418,836,15
LK2134220,Pelena,418,418,836,15
LK2134225,Kandemeeya,418,418,836,15
LK2134230,Alagalla Pahalagama,418,418,836,15
LK2134235,Alagalla Ihala,418,418,836,15
LK2134240,Mudagammana,418,418,836,15
LK2134245,Pattapola Ihala,418,418,836,15
LK2134250,Pattapola Pahalagama,418,418,836,15
LK2134255,Welivita Pahalagama South,418,418,836,15
LK2134260,Andiyathenna,418,418,836,15
LK2134265,Kolugala,418,418,836,15
LK2134270,Kolugala Pahalagama,418,418,836,15
LK2134275,Kithuldora,418,418,836,15
LK2134280,Aluthgama Pahala,418,418,836,15
LK2134285,Aluthgama Ihala,418,418,836,15
LK2136,Yatinuwara,23833,23833,47666,15
LK2136005,Alagalla Watta,251,251,502,15
LK2136010,Kirimetiya Watta,251,250,501,15
LK2136015,Pahala Yatigammana,251,250,501,15
LK2136020,Yatigammana,251,250,501,15
LK2136025,Thismada,251,250,501,15
LK2136030,Kotaligoda North,251,250,501,15
LK2136035,Udawela Nadithalawa,251,250,501,15
LK2136040,Udawela Pallemaditta,251,250,501,15
LK2136045,Wathurakumbura,251,250,501,15
LK2136050,Gurugama,251,250,501,15
LK2136055,Dehianga North,251,250,501,15
LK2136060,Kobbekaduwa,251,250,501,15
LK2136065,Ihala Kobbekaduwa,251,250,501,15
LK2136070,Pelawa Ihalagama,251,250,501,15
LK2136075,Yahalathenna,251,250,501,15
LK2136080,Pelawa Ihala Meda,251,250,501,15
LK2136085,Pelawa Pahalagama,251,250,501,15
LK2136090,Gannoruwa West,251,250,501,15
LK2136095,Dehigama East,251,250,501,15
LK2136100,Dehigama South,251,250,501,15
LK2136105,Dehigama North,251,250,501,15
LK2136110,Dehianga South,251,250,501,15
LK2136115,Pahala Dodamwala,251,250,501,15
LK2136120,Ihala Dodamwala,251,250,501,15
LK2136125,Udawela Pahalagama,251,250,501,15
LK2136130,Munwathugoda,251,250,501,15
LK2136135,Walgampaya,251,250,501,15
LK2136140,Bathgoda,251,250,501,15
LK2136145,Doluwa East,251,250,501,15
LK2136150,Doluwa West,251,250,501,15
LK2136155,Kotaligoda South,251,250,501,15
LK2136160,Menikdiwela,251,250,501,15
LK2136165,Pottepitiya,251,250,501,15
LK2136170,Ihala Alagalla,251,250,501,15
LK2136175,Godigamuwa,251,250,501,15
LK2136180,Motana Dekinda,251,250,501,15
LK2136185,Gondeniya,251,250,501,15
LK2136190,Madiligama,251,250,501,15
LK2136195,Udarathmeewala,251,250,501,15
LK2136200,Pahala Rathmeewala,251,250,501,15
LK2136205,Deldeniya,251,250,501,15
LK2136210,Walgowwagoda,251,250,501,15
LK2136215,Kavudupana,251,250,501,15
LK2136220,Haliyadda,251,250,501,15
LK2136225,Danthure,251,250,501,15
LK2136230,Siyambalagoda,251,250,501,15
LK2136235,Parakatawella,251,250,501,15
LK2136240,Imbulmalgama,251,250,501,15
LK2136245,Diyapalagoda,251,250,501,15
LK2136250,Mangalagama,251,250,501,15
LK2136255,Karuwalawatta,251,250,501,15
LK2136260,Gannoruwa Central,251,250,501,15
LK2136265,Dehideniya West,251,250,501,15
LK2136270,Sooriyagoda,251,250,501,15
LK2136275,Malgammana,251,250,501,15
LK2136280,Moladanda,251,250,501,15
LK2136285,Giragama,251,250,501,15
LK2136290,Arambegama East,251,250,501,15
LK2136295,Kudaoya,251,250,501,15
LK2136300,Kurunduwatta,251,250,501,15
LK2136305,Kandangama North,251,250,501,15
LK2136310,Mamudawala,251,250,501,15
LK2136315,Maligathenna,251,250,501,15
LK2136320,Ketakumbura,251,250,501,15
LK2136325,Amunupura,251,250,501,15
LK2136330,Moragolla Mahakanda,251,250,501,15
LK2136335,Balana,251,250,501,15
LK2136340,Weralugolla,251,250,501,15
LK2136345,Pahala Mudaliwatta,251,250,501,15
LK2136350,Mudaliwatta,251,250,501,15
LK2136355,Panabokka,251,250,501,15
LK2136360,Kandangama South,251,250,501,15
LK2136365,Kotabogoda,251,250,501,15
LK2136370,Urapola,251,250,501,15
LK2136375,Arambegama West,251,250,501,15
LK2136380,Embilmeegama North,251,250,501,15
LK2136385,Ranawana,251,250,501,15
LK2136390,Bulumulla,251,250,501,15
LK2136395,Pilapitiya,251,250,501,15
LK2136400,Kiribathkumbura East,251,250,501,15
LK2136405,Dehideniya East,251,250,501,15
LK2136410,Kendakaduwa,251,250,501,15
LK2136415,Gannoruwa East,251,250,501,15
LK2136420,Uda Eriyagama East,251,250,501,15
LK2136425,Uda Eriyagama West,251,250,501,15
LK2136430,Edanduwawa East,251,250,501,15
LK2136435,Edanduwawa West,251,250,501,15
LK2136440,Kiribathkumbura West,251,250,501,15
LK2136445,Embilmeegama South,251,250,501,15
LK2136450,Govindala,251,250,501,15
LK2136455,Pilimathalawa,251,250,501,15
LK2136460,Ilukwatta,251,250,501,15
LK2136465,Madarangoda,251,250,501,15
LK2136470,Kadawathgama,251,250,501,15
LK2136475,Kadugannawa Town,251,250,501,15
LK2139,Udunuwara,23833,23833,47666,15
LK2139005,Gangoda,193,192,385,15
LK2139010,Gangoda North,192,192,384,15
LK2139015,Werellamana,192,192,384,15
LK2139020,Thalawatta,192,192,384,15
LK2139025,Boyagama,192,192,384,15
LK2139030,Gangoda South,192,192,384,15
LK2139035,Gadaladeniya North,192,192,384,15
LK2139040,Kiriwavula East,192,192,384,15
LK2139045,Kiriwavula West,192,192,384,15
LK2139050,Alanduwaka,192,192,384,15
LK2139055,Pahala Koorukuttala,192,192,384,15
LK2139060,Ihala Koorukuttala,192,192,384,15
LK2139065,Belungala,192,192,384,15
LK2139070,Lagamuwa,192,192,384,15
LK2139075,Mathgamuwa,192,192,384,15
LK2139080,Urulewatta,192,192,384,15
LK2139085,Warakagoda,192,192,384,15
LK2139090,Hepana,192,192,384,15
LK2139095,Gadaladeniya South,192,192,384,15
LK2139100,Deliwala,192,192,384,15
LK2139105,Pamunuwa West,192,192,384,15
LK2139110,Pamunuwa East,192,192,384,15
LK2139115,Mampitiya,192,192,384,15
LK2139120,Rajagiriya,192,192,384,15
LK2139125,Hendeniya West,192,192,384,15
LK2139130,Hendeniya East,192,192,384,15
LK2139135,Penideniya,192,192,384,15
LK2139140,Sangabogama,192,192,384,15
LK2139145,Meewathura,192,192,384,15
LK2139150,Angunawala East,192,192,384,15
LK2139155,Angunawala West,192,192,384,15
LK2139160,Yalegoda East,192,192,384,15
LK2139165,Yalegoda West,192,192,384,15
LK2139170,Alapalawala East,192,192,384,15
LK2139175,Alapalawala West,192,192,384,15
LK2139180,Walgama,192,192,384,15
LK2139185,Rabbegamuwa North,192,192,384,15
LK2139190,Rabbegamuwa South,192,192,384,15
LK2139195,Hiddavulla East,192,192,384,15
LK2139200,Ganguldeniya,192,192,384,15
LK2139205,Wattappola,192,192,384,15
LK2139210,Walagedara North,192,192,384,15
LK2139215,Udagama,192,192,384,15
LK2139220,Aluthkanda,192,192,384,15
LK2139225,Sadikkawatta,192,192,384,15
LK2139230,Kovilakanda,192,192,384,15
LK2139235,Walagedara South,192,192,384,15
LK2139240,Nikahetiya,192,192,384,15
LK2139245,Panabokka,192,192,384,15
LK2139250,Hiddavulla West,192,192,384,15
LK2139255,Hiyarapitiya,192,192,384,15
LK2139260,Heeyawala,192,192,384,15
LK2139265,Imbuldeniya,192,192,384,15
LK2139270,Naranwala,192,192,384,15
LK2139275,Handessa,192,192,384,15
LK2139280,Piligalla West,192,192,384,15
LK2139285,Piligalla East,192,192,384,15
LK2139290,Godapola West,192,192,384,15
LK2139295,Godapola East,192,192,384,15
LK2139300,Kamburadeniya,192,192,384,15
LK2139305,Meewaladeniya,192,192,384,15
LK2139310,Arattana,192,192,384,15
LK2139315,Davulagala,192,192,384,15
LK2139320,Aravuwawala,192,192,384,15
LK2139325,Rangama,192,192,384,15
LK2139330,Wathupola,192,192,384,15
LK2139335,Manikkawa,192,192,384,15
LK2139340,Elpitikanda,192,192,384,15
LK2139345,Kooradeniya,192,192,384,15
LK2139350,Ambanwala,192,192,384,15
LK2139355,Werawala East,192,192,384,15
LK2139360,Werawala West,192,192,384,15
LK2139365,Siyambalagoda,192,192,384,15
LK2139370,Meddegoda,192,192,384,15
LK2139375,Embekka,192,192,384,15
LK2139380,Ambarapola,192,192,384,15
LK2139385,Eladetta West,192,192,384,15
LK2139390,Ihala Pethiyagoda,192,192,384,15
LK2139395,Pethiyagoda West,192,192,384,15
LK2139400,Pethiyagoda East,192,192,384,15
LK2139405,Palle Aludeniya,192,192,384,15
LK2139410,Karamada North,192,192,384,15
LK2139415,Nawa Peradeniya,192,192,384,15
LK2139420,Karamada South,192,192,384,15
LK2139425,Nawa Elpitiya North,192,192,384,15
LK2139430,Gelioya,192,192,384,15
LK2139435,Dehipagoda West,192,192,384,15
LK2139440,Dehipagoda East,192,192,384,15
LK2139445,Eladetta East,192,192,384,15
LK2139450,Hathnagoda,192,192,384,15
LK2139455,Ketakumbura,192,192,384,15
LK2139460,Boowelikada,192,192,384,15
LK2139465,Dodamdeniya,192,192,384,15
LK2139470,Batupitiya,192,192,384,15
LK2139475,Bambaradeniya,192,192,384,15
LK2139480,Pilapitiya,192,192,384,15
LK2139485,Rangoda,192,192,384,15
LK2139490,Ambagasthenna,192,192,384,15
LK2139495,Welamboda,192,192,384,15
LK2139500,Liyangaha Watta,192,192,384,15
LK2139505,Maveekumbura North,192,192,384,15
LK2139510,Maveekumbura South,192,192,384,15
LK2139515,Watadeniya,192,192,384,15
LK2139520,Viharagama,192,192,384,15
LK2139525,Ganhatha,192,192,384,15
LK2139530,Daskara,192,192,384,15
LK2139535,Wegiriya East,192,192,384,15
LK2139540,Thalawathura,192,192,384,15
LK2139545,Muruthagahamula,192,192,384,15
LK2139550,Pitawalawatta,192,192,384,15
LK2139555,Nawa Elpitiya South,192,192,384,15
LK2139560,Polgahaanga,192,192,384,15
LK2139565,Delgahapitiya,192,192,384,15
LK2139570,Weligalla,192,192,384,15
LK2139575,Uda Aludeniya,192,192,384,15
LK2139580,Palkumbura,192,192,384,15
LK2139585,Lunugama,192,192,384,15
LK2139590,Hondiyadeniya,192,192,384,15
LK2139595,Wegiriya West,192,192,384,15
LK2139600,Kotagaloluwa,192,192,384,15
LK2139605,Deldeniya,192,192,384,15
LK2139610,Dihitideniya,192,192,384,15
LK2139615,Appallagoda East,192,192,384,15
LK2139620,Appallagoda West,192,192,384,15
